,CODE_ARCHIVO,Latitud,Longitud,DPTO,MUNICIPIO,VARIEDAD,SIST_SIMPLE,FECHA_SIEMBRA,FECHA_EMERGENCIA,FECHA_COSECHA,ANO_COS,RENDIMIENTO_HA,ID,Cluster
670,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,6/16/2015,,10/20/2015,2015,3750,RC79_2015_449,2
671,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,6/28/2015,,11/1/2015,2015,5887.1875,RC79_2015_466,2
672,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,7/8/2015,,11/11/2015,2015,3308.4375,RC79_2015_474,2
673,RC,NA,NA,CASANARE,YOPAL,F174,Riego,10/29/2015,,3/3/2016,2016,5625,RC79_2016_522,6
674,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,3/17/2015,,7/21/2015,2015,5917,RC79_2015_26,2
675,RC,NA,NA,CASANARE,YOPAL,F2000,0,4/2/2015,,8/6/2015,2015,5937.5,RC79_2015_54,2
676,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,4/16/2015,,8/20/2015,2015,6875,RC79_2015_127,2
677,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,4/21/2015,,8/25/2015,2015,6125,RC79_2015_158,2
678,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,4/24/2015,,8/28/2015,2015,4687,RC79_2015_183,2
679,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,4/26/2015,,8/30/2015,2015,5062.5,RC79_2015_189,2
680,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,4/26/2015,,8/30/2015,2015,5760,RC79_2015_188,2
681,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,5/2/2015,,9/5/2015,2015,5468,RC79_2015_217,2
682,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/4/2015,,9/7/2015,2015,5001.86619,RC79_2015_231,2
683,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/5/2015,,9/8/2015,2015,4355,RC79_2015_236,2
684,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/6/2015,,9/9/2015,2015,4687,RC79_2015_244,2
685,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/7/2015,,9/10/2015,2015,5625,RC79_2015_255,2
686,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/12/2015,,9/15/2015,2015,4375,RC79_2015_294,2
687,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/13/2015,,9/16/2015,2015,5458.75,RC79_2015_296,2
688,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/14/2015,,9/17/2015,2015,4612.5,RC79_2015_302,2
689,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/16/2015,,9/19/2015,2015,2997.333333,RC79_2015_314,2
690,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/20/2015,,9/23/2015,2015,4200,RC79_2015_351,2
691,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/20/2015,,9/23/2015,2015,NA,RC79_2015_352,2
692,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/22/2015,,9/25/2015,2015,3715.5,RC79_2015_366,2
693,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/22/2015,,9/25/2015,2015,6250,RC79_2015_360,2
694,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/27/2015,,9/30/2015,2015,4775.625,RC79_2015_390,2
695,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,6/1/2015,,10/5/2015,2015,6375,RC79_2015_409,2
696,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,6/2/2015,,10/6/2015,2015,4687.5,RC79_2015_419,2
697,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,6/8/2015,,10/12/2015,2015,5812.5,RC79_2015_433,2
698,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,6/9/2015,,10/13/2015,2015,6223,RC79_2015_435,2
699,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,6/11/2015,,10/15/2015,2015,6125,RC79_2015_437,2
700,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,6/18/2015,,10/22/2015,2015,5250,RC79_2015_451,2
701,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,6/26/2015,,10/30/2015,2015,5786.25,RC79_2015_463,2
702,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,7/6/2015,,11/9/2015,2015,2980.416667,RC79_2015_472,2
703,RC,NA,NA,CASANARE,YOPAL,F2000,Riego,8/30/2015,,1/3/2016,2016,7500,RC79_2016_530,6
704,RC,NA,NA,CASANARE,YOPAL,F2000,Riego,10/7/2015,,2/10/2016,2016,9375,RC79_2016_534,6
705,RC,NA,NA,CASANARE,YOPAL,F2000,Riego,10/9/2015,,2/12/2016,2016,8125,RC79_2016_535,6
706,RC,NA,NA,CASANARE,YOPAL,F2000,Riego,10/12/2015,,2/15/2016,2016,7625,RC79_2016_538,6
707,RC,NA,NA,CASANARE,YOPAL,F2000,Riego,10/17/2015,,2/20/2016,2016,7437,RC79_2016_536,6
708,RC,NA,NA,CASANARE,YOPAL,F2000,Riego,10/19/2015,,2/22/2016,2016,8125,RC79_2016_537,6
709,RC,NA,NA,CASANARE,YOPAL,F2000,Riego,11/7/2015,,3/12/2016,2016,6875,RC79_2016_519,6
710,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/6/2015,,9/9/2015,2015,4677.054795,RC79_2015_245,2
711,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/6/2015,,9/9/2015,2015,5277.35,RC79_2015_242,2
712,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/7/2015,,9/10/2015,2015,5791.25,RC79_2015_254,2
713,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/15/2015,,9/18/2015,2015,6685.625,RC79_2015_304,2
714,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/18/2015,,9/21/2015,2015,3540.75,RC79_2015_337,2
715,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/24/2015,,9/27/2015,2015,4865.25,RC79_2015_373,2
716,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/29/2015,,10/2/2015,2015,4800,RC79_2015_399,2
717,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/29/2015,,10/2/2015,2015,4920.625,RC79_2015_398,2
718,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,6/28/2015,,11/1/2015,2015,6201.25,RC79_2015_465,2
719,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,7/8/2015,,11/11/2015,2015,3418.75,RC79_2015_473,2
720,RC,NA,NA,CASANARE,YOPAL,F67,RIEGO,9/16/2015,,1/20/2016,2016,5353,RC79_2016_548,6
721,RC,NA,NA,CASANARE,YOPAL,F67,RIEGO,9/19/2015,,1/23/2016,2016,8750,RC79_2016_531,6
722,RC,NA,NA,CASANARE,YOPAL,F67,RIEGO,10/9/2015,,2/12/2016,2016,7000,RC79_2016_518,6
723,RC,NA,NA,CASANARE,YOPAL,F68,Riego,9/24/2014,,1/28/2015,2015,6250,RC79_2015_542,1
724,RC,NA,NA,CASANARE,YOPAL,F68,RIEGO,3/17/2015,,7/21/2015,2015,5969,RC79_2015_25,2
725,RC,NA,NA,CASANARE,YOPAL,F68,0,3/30/2015,,8/3/2015,2015,5437.5,RC79_2015_47,2
726,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,4/16/2015,,8/20/2015,2015,3625,RC79_2015_138,2
727,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,4/16/2015,,8/20/2015,2015,6562.5,RC79_2015_129,2
728,RC,NA,NA,CASANARE,YOPAL,F68,RIEGO,4/21/2015,,8/25/2015,2015,5466,RC79_2015_163,2
729,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,4/23/2015,,8/27/2015,2015,5956.533193,RC79_2015_172,2
730,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,4/24/2015,,8/28/2015,2015,5110,RC79_2015_181,2
731,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,4/30/2015,,9/3/2015,2015,4568,RC79_2015_207,2
732,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/2/2015,,9/5/2015,2015,4800,RC79_2015_218,2
733,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/2/2015,,9/5/2015,2015,5616.25,RC79_2015_216,2
734,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/2/2015,,9/5/2015,2015,5687.7,RC79_2015_215,2
735,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/3/2015,,9/6/2015,2015,5354.375,RC79_2015_229,2
736,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/5/2015,,9/8/2015,2015,3622.833333,RC79_2015_237,2
737,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/7/2015,,9/10/2015,2015,4875,RC79_2015_257,2
738,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/9/2015,,9/12/2015,2015,4950.384615,RC79_2015_275,2
739,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/11/2015,,9/14/2015,2015,3432.5,RC79_2015_283,2
740,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/16/2015,,9/19/2015,2015,4783.680556,RC79_2015_311,2
741,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/22/2015,,9/25/2015,2015,5937.5,RC79_2015_361,2
742,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/27/2015,,9/30/2015,2015,6625,RC79_2015_385,2
743,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/1/2015,,10/5/2015,2015,2875,RC79_2015_417,2
744,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/6/2015,,10/10/2015,2015,2825,RC79_2015_431,2
745,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/8/2015,,10/12/2015,2015,4062.5,RC79_2015_434,2
746,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/11/2015,,10/15/2015,2015,5625,RC79_2015_441,2
747,RC,NA,NA,CASANARE,YOPAL,F68,Secano,6/13/2015,,10/17/2015,2015,4187.5,RC79_2015_507,2
748,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/15/2015,,10/19/2015,2015,5172.5,RC79_2015_446,2
749,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/19/2015,,10/23/2015,2015,3156.25,RC79_2015_455,2
750,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/19/2015,,10/23/2015,2015,5625,RC79_2015_454,2
751,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/20/2015,,10/24/2015,2015,3156.25,RC79_2015_456,2
752,RC,NA,NA,CASANARE,YOPAL,F68,Secano,6/23/2015,,10/27/2015,2015,3062.5,RC79_2015_506,2
753,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/25/2015,,10/29/2015,2015,3532.5,RC79_2015_462,2
754,RC,NA,NA,CASANARE,YOPAL,F68,Riego,9/16/2015,,1/20/2016,2016,6875,RC79_2016_532,6
755,RC,NA,NA,CASANARE,YOPAL,F68,Riego,9/18/2015,,1/22/2016,2016,4949,RC79_2016_547,6
756,RC,NA,NA,CASANARE,YOPAL,F68,Riego,9/26/2015,,1/30/2016,2016,3565,RC79_2016_546,6
757,RC,NA,NA,CASANARE,YOPAL,F68,Riego,9/26/2015,,1/30/2016,2016,4047,RC79_2016_545,6
758,RC,NA,NA,CASANARE,YOPAL,F68,Riego,9/28/2015,,2/1/2016,2016,4195,RC79_2016_544,6
759,RC,NA,NA,CASANARE,YOPAL,F733,SECANO,5/7/2015,,9/10/2015,2015,4506.875,RC79_2015_259,2
760,RC,NA,NA,CASANARE,YOPAL,F733,SECANO,5/15/2015,,9/18/2015,2015,4861.5625,RC79_2015_308,2
761,RC,NA,NA,CASANARE,YOPAL,F733,SECANO,5/29/2015,,10/2/2015,2015,4441.875,RC79_2015_400,2
762,RC,NA,NA,CASANARE,YOPAL,F733,SECANO,6/28/2015,,11/1/2015,2015,5453.75,RC79_2015_467,2
763,RC,NA,NA,CASANARE,YOPAL,F733,SECANO,7/8/2015,,11/11/2015,2015,2740,RC79_2015_475,2
764,RC,NA,NA,CASANARE,YOPAL,ORYZICA 1,SECANO,5/17/2015,,9/20/2015,2015,6875,RC79_2015_317,2
765,RC,NA,NA,CASANARE,YOPAL,PAYARA,SECANO,5/22/2015,,9/25/2015,2015,2500,RC79_2015_367,2
766,RC,NA,NA,CASANARE,YOPAL,SD 20A,SECANO,5/22/2015,,9/25/2015,2015,2500,RC79_2015_368,2
767,RC,NA,NA,CASANARE,YOPAL,SEMILLA HUILA SH01,SECANO,5/19/2015,,9/22/2015,2015,6125,RC79_2015_342,2
768,RC,NA,NA,CASANARE,YOPAL,TAILANDIA ORO,Riego,9/28/2015,,2/1/2016,2016,5937.5,RC79_2016_520,6
769,RC,NA,NA,CASANARE,YOPAL,VICTORIA,SECANO,6/11/2015,,10/15/2015,2015,5750,RC79_2015_440,2
770,RC,NA,NA,CASANARE,YOPAL,VICTORIA,Riego,9/22/2015,,1/26/2016,2016,6944,RC79_2016_533,6
771,RC,NA,NA,CASANARE,YOPAL,VICTORIA,Riego,10/2/2015,,2/5/2016,2016,8125,RC79_2016_539,6
772,RC,NA,NA,CASANARE,YOPAL,VICTORIA,Riego,10/25/2015,,2/28/2016,2016,6125,RC79_2016_521,6
773,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,4/24/2012,,8/28/2012,2012,5957,RC80_2012_1597,2
774,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,4/29/2012,,9/2/2012,2012,5044,RC80_2012_1598,2
775,RC,NA,NA,CASANARE,YOPAL,F174,RIEGO,9/22/2013,,1/26/2014,2014,5625,RC80_2014_8052,6
776,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,4/6/2015,,8/10/2015,2015,3438,RC80_2015_8454,2
777,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,4/28/2015,,9/1/2015,2015,4558,RC80_2015_8577,2
778,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/2/2015,,9/5/2015,2015,4688,RC80_2015_8596,2
779,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/6/2015,,9/9/2015,2015,5091,RC80_2015_8619,2
780,RC,NA,NA,CASANARE,YOPAL,F174,RIEGO,5/7/2015,,9/10/2015,2015,4188,RC80_2015_8638,2
781,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/7/2015,,9/10/2015,2015,4869,RC80_2015_8634,2
782,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/15/2015,,9/18/2015,2015,5159,RC80_2015_8680,2
783,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/16/2015,,9/19/2015,2015,4754,RC80_2015_8684,2
784,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/18/2015,,9/21/2015,2015,3407,RC80_2015_8712,2
785,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/21/2015,,9/24/2015,2015,5688,RC80_2015_8727,2
786,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/22/2015,,9/25/2015,2015,5073,RC80_2015_8736,2
787,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/24/2015,,9/27/2015,2015,3817,RC80_2015_8745,2
788,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/29/2015,,10/2/2015,2015,5816,RC80_2015_8766,2
789,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,5/30/2015,,10/3/2015,2015,5313,RC80_2015_8770,2
790,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,6/11/2015,,10/15/2015,2015,2813,RC80_2015_8808,2
791,RC,NA,NA,CASANARE,YOPAL,F174,RIEGO,6/11/2015,,10/15/2015,2015,5813,RC80_2015_8804,2
792,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,6/21/2015,,10/25/2015,2015,3156,RC80_2015_8822,2
793,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,6/28/2015,,11/1/2015,2015,5857,RC80_2015_8832,2
794,RC,NA,NA,CASANARE,YOPAL,F174,SECANO,7/8/2015,,11/11/2015,2015,3308,RC80_2015_8841,2
795,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,9/10/2014,,1/14/2015,2015,4438,RC80_2015_8382,1
796,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,9/11/2014,,1/15/2015,2015,5313,RC80_2015_8381,1
797,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,10/18/2014,,2/21/2015,2015,5875,RC80_2015_8384,1
798,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,4/16/2015,,8/20/2015,2015,4652,RC80_2015_8516,2
799,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,4/26/2015,,8/30/2015,2015,5062,RC80_2015_8566,2
800,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/4/2015,,9/7/2015,2015,5002,RC80_2015_8608,2
801,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/13/2015,,9/16/2015,2015,5459,RC80_2015_8668,2
802,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/14/2015,,9/17/2015,2015,4613,RC80_2015_8674,2
803,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/16/2015,,9/19/2015,2015,2997,RC80_2015_8686,2
804,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/22/2015,,9/25/2015,2015,3716,RC80_2015_8738,2
805,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,5/27/2015,,9/30/2015,2015,4776,RC80_2015_8760,2
806,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,6/2/2015,,10/6/2015,2015,4688,RC80_2015_8784,2
807,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,6/8/2015,,10/12/2015,2015,5813,RC80_2015_8798,2
808,RC,NA,NA,CASANARE,YOPAL,F2000,RIEGO,6/11/2015,,10/15/2015,2015,NA,RC80_2015_8802,2
809,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,6/26/2015,,10/30/2015,2015,5786,RC80_2015_8829,2
810,RC,NA,NA,CASANARE,YOPAL,F2000,SECANO,7/8/2015,,11/11/2015,2015,2980,RC80_2015_8837,2
811,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/6/2015,,9/9/2015,2015,4677,RC80_2015_8621,2
812,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/6/2015,,9/9/2015,2015,5277,RC80_2015_8618,2
813,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/7/2015,,9/10/2015,2015,5791,RC80_2015_8630,2
814,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/15/2015,,9/18/2015,2015,6686,RC80_2015_8676,2
815,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/18/2015,,9/21/2015,2015,3541,RC80_2015_8710,2
816,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,5/24/2015,,9/27/2015,2015,4865,RC80_2015_8744,2
817,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,6/28/2015,,11/1/2015,2015,6201,RC80_2015_8830,2
818,RC,NA,NA,CASANARE,YOPAL,F67,SECANO,7/8/2015,,11/11/2015,2015,3419,RC80_2015_8842,2
819,RC,NA,NA,CASANARE,YOPAL,F68,RIEGO,3/30/2015,,8/3/2015,2015,5438,RC80_2015_8433,2
820,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,4/16/2015,,8/20/2015,2015,6563,RC80_2015_8510,2
821,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,4/23/2015,,8/27/2015,2015,5957,RC80_2015_8548,2
822,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/2/2015,,9/5/2015,2015,5616,RC80_2015_8593,2
823,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/2/2015,,9/5/2015,2015,5688,RC80_2015_8592,2
824,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/3/2015,,9/6/2015,2015,5354,RC80_2015_8606,2
825,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/5/2015,,9/8/2015,2015,3623,RC80_2015_8614,2
826,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/9/2015,,9/12/2015,2015,4950,RC80_2015_8650,2
827,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/11/2015,,9/14/2015,2015,3433,RC80_2015_8656,2
828,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/16/2015,,9/19/2015,2015,4784,RC80_2015_8683,2
829,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,5/22/2015,,9/25/2015,2015,5938,RC80_2015_8733,2
830,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/8/2015,,10/12/2015,2015,4063,RC80_2015_8799,2
831,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/13/2015,,10/17/2015,2015,4188,RC80_2015_8871,2
832,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/15/2015,,10/19/2015,2015,5173,RC80_2015_8811,2
833,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/19/2015,,10/23/2015,2015,3456,RC80_2015_8820,2
834,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/23/2015,,10/27/2015,2015,3063,RC80_2015_8870,2
835,RC,NA,NA,CASANARE,YOPAL,F68,SECANO,6/25/2015,,10/29/2015,2015,3533,RC80_2015_8827,2
836,RC,NA,NA,CASANARE,YOPAL,F68,RIEGO,9/16/2015,,1/20/2016,2016,5353,RC80_2016_8911,6
837,RC,NA,NA,CASANARE,YOPAL,F733,RIEGO,9/11/2013,,1/15/2014,2014,5625,RC80_2014_8053,6
838,RC,NA,NA,CASANARE,YOPAL,F733,RIEGO,9/12/2014,,1/16/2015,2015,6375,RC80_2015_8383,1
839,RC,NA,NA,CASANARE,YOPAL,F733,SECANO,5/7/2015,,9/10/2015,2015,4507,RC80_2015_8635,2
840,RC,NA,NA,CASANARE,YOPAL,F733,SECANO,5/15/2015,,9/18/2015,2015,4862,RC80_2015_8679,2
841,RC,NA,NA,CASANARE,YOPAL,F733,SECANO,5/29/2015,,10/2/2015,2015,4921,RC80_2015_8768,2
842,RC,NA,NA,CASANARE,YOPAL,F733,SECANO,6/28/2015,,11/1/2015,2015,5454,RC80_2015_8834,2
843,RC,NA,NA,CASANARE,YOPAL,LAGUNAS,RIEGO,10/7/2013,,2/10/2014,2014,5563,RC80_2014_8051,6
844,RC,NA,NA,CASANARE,YOPAL,LAGUNAS,RIEGO,9/9/2014,,1/13/2015,2015,4875,RC80_2015_8379,1
845,RC,NA,NA,CASANARE,YOPAL,LAGUNAS,RIEGO,9/13/2014,,1/17/2015,2015,5125,RC80_2015_8380,1
846,RC,NA,NA,CASANARE,YOPAL,OTRAS,SECANO,5/19/2015,,9/22/2015,2015,6125,RC80_2015_8715,2
847,RC,NA,NA,CASANARE,YOPAL,TAILANDIA ORO,RIEGO,9/28/2015,,2/1/2016,2016,5938,RC80_2016_8884,6
848,RC,NA,NA,CASANARE,YOPAL,VENEZUELA 21,SECANO,5/22/2015,,9/25/2015,2015,2500,RC80_2015_8739,2
